ID,Datetime,A,B,C,D,E,F,G,H
1616,2009-03-05,398350,,49416,,288068,39873,,
1617,2009-03-06,348570,,42186,,239638,36558,,
1618,2009-03-07,309268,,37105,,203265,32538,,
1619,2009-03-08,291398,,34820,,186697,30131,,
1620,2009-03-09,347895,,44350,,208704,35542,,
1621,2009-03-10,359115,,45906,,225050,37554,,
1622,2009-03-11,358422,,46242,,225641,36697,,
1623,2009-03-12,403963,,51111,,232858,38739,,
1624,2009-03-13,398824,,47910,,268618,38031,,
1625,2009-03-14,365059,,42099,,246200,34145,,
1626,2009-03-15,333581,,38684,,243529,31716,,
1627,2009-03-16,358785,,44055,,249550,35579,,
1628,2009-03-17,354410,,44508,,248269,36358,,
1629,2009-03-18,344938,,43554,,238056,36481,,
1630,2009-03-19,347953,,44043,,224807,36163,,
1631,2009-03-20,367456,,45741,,235826,37978,,
1632,2009-03-21,343958,,40753,,241684,34818,,
1633,2009-03-22,321431,,38121,,229793,32542,,
1634,2009-03-23,353198,,44637,,236848,36614,,
1635,2009-03-24,356697,,45385,,257159,37401,,
1636,2009-03-25,355735,,44541,,264441,37715,,
1637,2009-03-26,352441,,44620,,242941,36892,,
1638,2009-03-27,342557,,42806,,221552,36681,,
1639,2009-03-28,307764,,38221,,206532,32753,,
1640,2009-03-29,314406,,39752,,195483,31547,,
1641,2009-03-30,361073,,46231,,213702,36680,,
1642,2009-03-31,360643,,45864,,224309,36546,,
1643,2009-04-01,338413,,44141,,221836,35545,,
1644,2009-04-02,343312,,44356,,217366,35227,,
1645,2009-04-03,339453,,43301,,209351,35217,,
1646,2009-04-04,318318,,39051,,193397,32747,,
1647,2009-04-05,307424,,37293,,192270,30621,,
1648,2009-04-06,359452,,47679,,204917,35215,,
1649,2009-04-07,403756,,51453,,230090,39230,,
1650,2009-04-08,379941,,47867,,239115,37972,,
1651,2009-04-09,352583,,44842,,223460,36238,,
1652,2009-04-10,318529,,40030,,208851,33931,,
1653,2009-04-11,301422,,37974,,197016,31897,,
1654,2009-04-12,298132,,36832,,202790,30297,,
1655,2009-04-13,349269,,46845,,227479,35781,,
1656,2009-04-14,355230,,46019,,224851,36183,,
1657,2009-04-15,359814,,47854,,231146,36641,,
1658,2009-04-16,343303,,44894,,231166,36281,,
1659,2009-04-17,328953,,42434,,221206,35048,,
1660,2009-04-18,291933,,36099,,196655,31358,,
1661,2009-04-19,283298,,35286,,191327,30142,,
1662,2009-04-20,335157,,44316,,213922,34950,,
1663,2009-04-21,350450,,46962,,212739,35767,,
1664,2009-04-22,355831,,46251,,214563,35923,,
1665,2009-04-23,344063,,44724,,215450,35245,,
1666,2009-04-24,327243,,42817,,214618,35716,,
1667,2009-04-25,304615,,38077,,226207,35025,,
1668,2009-04-26,307342,,38845,,251321,35408,,
1669,2009-04-27,353194,,47675,,272871,40737,,
1670,2009-04-28,345647,,45515,,263236,39691,,
1671,2009-04-29,332928,,43979,,222703,35280,,
1672,2009-04-30,332734,,44562,,209628,35500,,
1673,2009-05-01,324805,,42222,,221490,35783,,
1674,2009-05-02,287295,,35507,,215044,31018,,
1675,2009-05-03,279603,,34921,,206770,29786,,
1676,2009-05-04,321402,,42781,,220680,34101,,
1677,2009-05-05,323862,,43496,,212201,35134,,
1678,2009-05-06,325809,,43500,,217624,35859,,
1679,2009-05-07,325733,,43429,,230063,35828,,
1680,2009-05-08,319391,,41934,,234189,35744,,
1681,2009-05-09,289597,,35988,,247620,32814,,
1682,2009-05-10,273461,,34238,,215801,29187,,
1683,2009-05-11,316989,,42408,,209941,34258,,
1684,2009-05-12,325214,,43343,,211742,35345,,
1685,2009-05-13,329920,,43477,,212567,35842,,
1686,2009-05-14,332723,,43911,,224160,36922,,
1687,2009-05-15,330639,,42079,,243414,36900,,
1688,2009-05-16,306755,,37104,,234111,34363,,
1689,2009-05-17,278246,,34018,,202098,29429,,
1690,2009-05-18,323880,,40951,,208006,33869,,
1691,2009-05-19,331921,,43537,,212659,35771,,
1692,2009-05-20,334059,,45040,,215703,37647,,
1693,2009-05-21,346510,,46718,,225890,39397,,
1694,2009-05-22,347292,,46025,,241947,40591,,
1695,2009-05-23,315480,,41607,,243962,37261,,
1696,2009-05-24,308902,,41707,,233355,35644,,
1697,2009-05-25,300587,,40232,,248084,36779,,
1698,2009-05-26,351231,,50379,,247456,38327,,
1699,2009-05-27,365354,,52095,,240560,39881,,
1700,2009-05-28,360578,,48995,,257205,42643,,
1701,2009-05-29,336219,,44085,,271296,37896,,
1702,2009-05-30,299869,,38899,,237651,33384,,
1703,2009-05-31,291343,,37257,,239390,30773,,
1704,2009-06-01,336176,,46827,,244057,36017,,
1705,2009-06-02,363584,,52024,,282811,41265,,
1706,2009-06-03,344078,,45061,,287377,37567,,
1707,2009-06-04,328310,,43010,,243977,35665,,
1708,2009-06-05,319460,,41638,,229792,35318,,
1709,2009-06-06,299579,,38511,,211582,33361,,
1710,2009-06-07,308388,,40086,,228484,34427,,
1711,2009-06-08,368567,,50364,,281966,42968,,
1712,2009-06-09,384758,,54630,,288548,45470,,
1713,2009-06-10,358127,,49049,,274640,43015,,
1714,2009-06-11,352316,,49060,,288978,41507,,
1715,2009-06-12,343174,,45905,,298248,39065,,
1716,2009-06-13,317170,,39996,,272316,35173,,
1717,2009-06-14,312076,,38969,,257071,33494,,
1718,2009-06-15,360690,,49404,,263600,40112,,
1719,2009-06-16,363123,,49632,,256509,41985,,
1720,2009-06-17,369189,,53428,,238422,39429,,
1721,2009-06-18,371689,,51187,,271200,38452,,
1722,2009-06-19,387077,,56580,,281924,39576,,
1723,2009-06-20,374959,,51909,,292136,40488,,
1724,2009-06-21,355542,,49813,,266178,36816,,
1725,2009-06-22,396187,,57701,,280339,42919,,
1726,2009-06-23,405715,,58347,,283759,44132,,
1727,2009-06-24,414401,,60805,,289973,44884,,
1728,2009-06-25,421736,,65107,,300112,48455,,
1729,2009-06-26,408822,,58851,,306954,45402,,
1730,2009-06-27,365944,,50930,,280494,39201,,
1731,2009-06-28,345351,,48703,,244865,36927,,
1732,2009-06-29,358614,,48895,,284789,40747,,
1733,2009-06-30,343423,,45386,,288516,39563,,
1734,2009-07-01,330910,,43168,,294264,38132,,
1735,2009-07-02,311164,,40650,,279347,36674,,
1736,2009-07-03,292845,,38926,,250471,33848,,
1737,2009-07-04,285191,,36187,,244794,32554,,
1738,2009-07-05,292043,,37960,,220487,32892,,
1739,2009-07-06,353728,,46974,,256148,39708,,
1740,2009-07-07,366553,,48696,,281620,41345,,
1741,2009-07-08,363811,,47858,,276837,38956,,
1742,2009-07-09,367365,,48845,,262586,41118,,
1743,2009-07-10,374806,,52016,,255028,43755,,
1744,2009-07-11,351386,,45423,,253476,41730,,
1745,2009-07-12,338478,,43938,,282666,39618,,
1746,2009-07-13,373954,,49978,,285276,41333,,
1747,2009-07-14,368401,,49495,,273672,39619,,
1748,2009-07-15,376665,,50768,,279989,42339,,
1749,2009-07-16,406781,,56288,,311048,48986,,
1750,2009-07-17,373063,,49856,,295329,42290,,
1751,2009-07-18,309039,,37497,,259290,34218,,
1752,2009-07-19,298527,,36927,,247862,33461,,
1753,2009-07-20,347476,,46402,,261408,38315,,
1754,2009-07-21,368487,,49263,,276336,40067,,
1755,2009-07-22,364998,,47623,,293779,41323,,
1756,2009-07-23,368442,,48264,,302304,42170,,
1757,2009-07-24,369371,,49560,,292835,41049,,
1758,2009-07-25,329883,,42076,,286420,36956,,
1759,2009-07-26,324704,,41946,,293778,37101,,
1760,2009-07-27,386023,,52827,,306718,43999,,
1761,2009-07-28,402173,,55636,,315582,46641,,
1762,2009-07-29,382928,,53880,,310903,43553,,
1763,2009-07-30,376369,,52487,,313374,44019,,
1764,2009-07-31,379234,,52621,,316367,43274,,
1765,2009-08-01,343587,,43995,,289215,40088,,
1766,2009-08-02,334149,,42472,,279183,38978,,
1767,2009-08-03,371032,,49799,,306065,42084,,
1768,2009-08-04,377428,,49788,,315119,44397,,
1769,2009-08-05,369536,,50018,,316316,42455,,
1770,2009-08-06,372512,,49810,,282371,39370,,
1771,2009-08-07,363634,,48482,,269264,39525,,
1772,2009-08-08,350996,,47740,,268746,38180,,
1773,2009-08-09,392187,,53660,,307849,44689,,
1774,2009-08-10,437812,,60293,,344673,52261,,
1775,2009-08-11,419661,,59005,,345228,46568,,
1776,2009-08-12,398640,,55930,,308939,44361,,
1777,2009-08-13,398152,,54733,,295759,44890,,
1778,2009-08-14,404228,,54704,,289430,47115,,
1779,2009-08-15,384702,,50574,,283879,46453,,
1780,2009-08-16,391125,,53674,,288740,46258,,
1781,2009-08-17,429740,,61107,,313147,53205,,
1782,2009-08-18,417878,,60707,,332608,51623,,
1783,2009-08-19,414216,,58973,,335898,48556,,
1784,2009-08-20,416639,,57437,,339513,48430,,
1785,2009-08-21,399086,,53322,,339648,46984,,
1786,2009-08-22,335422,,40702,,285350,40737,,
1787,2009-08-23,306142,,37414,,271972,35628,,
1788,2009-08-24,360971,,47363,,295398,40605,,
1789,2009-08-25,386429,,51433,,296485,43022,,
1790,2009-08-26,400613,,54666,,315132,45427,,
1791,2009-08-27,401475,,56383,,321276,45261,,
1792,2009-08-28,377108,,54051,,297732,41956,,
1793,2009-08-29,341963,,43406,,286515,38807,,
1794,2009-08-30,306978,,37002,,279925,32908,,
1795,2009-08-31,339001,,43547,,248808,36224,,
1796,2009-09-01,343601,,44743,,235317,36784,,
1797,2009-09-02,349415,,46525,,235864,37655,,
1798,2009-09-03,354999,,47188,,242325,37900,,
1799,2009-09-04,353252,,46316,,253370,38028,,
1800,2009-09-05,320028,,39939,,248739,35685,,
1801,2009-09-06,306706,,38554,,243691,34153,,
1802,2009-09-07,315427,,39752,,239894,34689,,
1803,2009-09-08,360570,,48775,,243718,39720,,
1804,2009-09-09,367477,,50206,,246115,40351,,
1805,2009-09-10,362516,,49972,,234357,39061,,
1806,2009-09-11,353126,,47262,,226457,36167,,
1807,2009-09-12,317652,,39584,,218727,33168,,
1808,2009-09-13,304275,,37668,,230875,33632,,
1809,2009-09-14,361498,,48066,,256151,39976,,
1810,2009-09-15,373745,,50174,,267277,41203,,
1811,2009-09-16,360228,,48547,,259804,39116,,
1812,2009-09-17,349237,,45238,,238709,38155,,
1813,2009-09-18,347150,,44537,,240680,37747,,
1814,2009-09-19,315212,,39017,,220762,33805,,
1815,2009-09-20,303463,,37337,,210521,33707,,
1816,2009-09-21,359937,,48822,,240107,40734,,
1817,2009-09-22,377858,,52280,,257275,41281,,
1818,2009-09-23,383529,,51953,,283239,42569,,
1819,2009-09-24,372484,,47861,,295386,41181,,
1820,2009-09-25,343107,,43158,,244340,37483,,
1821,2009-09-26,310354,,38564,,206495,33351,,
1822,2009-09-27,294752,,35992,,218697,31626,,
1823,2009-09-28,327882,,42285,,233055,35565,,
1824,2009-09-29,332007,,42798,,217510,35733,,
1825,2009-09-30,334762,,43055,,213959,35505,,
1826,2009-10-01,334744,,43144,,214874,35759,,
1827,2009-10-02,327595,,41779,,215568,35802,,
1828,2009-10-03,297418,,36077,,216022,32581,,
1829,2009-10-04,289971,,34993,,202894,31106,,
1830,2009-10-05,327241,,42863,,217311,35540,,
1831,2009-10-06,335705,,44188,,217679,36259,,
1832,2009-10-07,328402,,43110,,226117,35990,,
1833,2009-10-08,338775,,44338,,214152,36167,,
1834,2009-10-09,337849,,43010,,229990,36769,,
1835,2009-10-10,304882,,36482,,219318,32608,,
1836,2009-10-11,299485,,36534,,191050,31212,,
1837,2009-10-12,339682,,44158,,209093,36314,,
1838,2009-10-13,337542,,43992,,217361,36741,,
1839,2009-10-14,355355,,46284,,218000,37783,,
1840,2009-10-15,359134,,46721,,229127,38221,,
1841,2009-10-16,353056,,46371,,231432,37822,,
1842,2009-10-17,336852,,40794,,226344,35283,,
1843,2009-10-18,330401,,39301,,231318,33510,,
1844,2009-10-19,366257,,46293,,236707,37152,,
1845,2009-10-20,354810,,45183,,233342,36653,,
1846,2009-10-21,345334,,44731,,221375,36708,,
1847,2009-10-22,338209,,44240,,215321,36083,,
1848,2009-10-23,332120,,42539,,214696,35198,,
1849,2009-10-24,310801,,37741,,212157,31963,,
1850,2009-10-25,312181,,37844,,196968,30814,,
1851,2009-10-26,348783,,44380,,221724,34707,,
1852,2009-10-27,351622,,46052,,220824,35833,,
1853,2009-10-28,343028,,45525,,221238,36710,,
1854,2009-10-29,338478,,45044,,215210,36024,,
1855,2009-10-30,331384,,44501,,213340,35111,,
1856,2009-10-31,303020,,38662,,204637,32417,,
1857,2009-11-01,296063,,37535,,197535,31047,,
1858,2009-11-02,354715,,46703,,222243,36697,,
1859,2009-11-03,359667,,46735,,225118,36133,,
1860,2009-11-04,375902,,47632,,232297,38046,,
1861,2009-11-05,365930,,46526,,232259,37665,,
1862,2009-11-06,365723,,46025,,236710,36609,,
1863,2009-11-07,331005,,39057,,231641,33678,,
1864,2009-11-08,305602,,36569,,209603,31976,,
1865,2009-11-09,343160,,44433,,221495,35638,,
1866,2009-11-10,351703,,45299,,218562,35756,,
1867,2009-11-11,355143,,46142,,231329,36074,,
1868,2009-11-12,370206,,47825,,248264,36666,,
1869,2009-11-13,356102,,46083,,233599,36372,,
1870,2009-11-14,318293,,39407,,210866,32882,,
1871,2009-11-15,304932,,37354,,204529,32356,,
1872,2009-11-16,349888,,45172,,219679,35137,,
1873,2009-11-17,353937,,47243,,222255,36165,,
1874,2009-11-18,355291,,46320,,227676,36911,,
1875,2009-11-19,358144,,46926,,223067,37331,,
1876,2009-11-20,357705,,45564,,216455,36692,,
1877,2009-11-21,339050,,40627,,221896,33951,,
1878,2009-11-22,336695,,39702,,223358,32484,,
1879,2009-11-23,363922,,47271,,237920,36572,,
1880,2009-11-24,354215,,47124,,234025,36062,,
1881,2009-11-25,348868,,46089,,228676,35751,,
1882,2009-11-26,315576,,39913,,215983,31820,,
1883,2009-11-27,342792,,42544,,228606,34878,,
1884,2009-11-28,343622,,41675,,241105,34016,,
1885,2009-11-29,326637,,39257,,228176,33103,,
1886,2009-11-30,371788,,47943,,232289,36503,,
1887,2009-12-01,395009,,49853,,256521,37674,,
1888,2009-12-02,395079,,50193,,256410,39143,,
1889,2009-12-03,382420,,50184,,224090,38697,,
1890,2009-12-04,396268,,51343,,245423,38669,,
1891,2009-12-05,399926,,48918,,259383,37468,,
1892,2009-12-06,401727,,48062,,281021,37688,,
1893,2009-12-07,432991,,54325,,289502,41230,,
1894,2009-12-08,428191,,53739,,283054,40540,,
1895,2009-12-09,403462,,52901,,257479,40249,,
1896,2009-12-10,455826,,59514,,260463,43313,,
1897,2009-12-11,465169,,57074,,310601,43962,,
1898,2009-12-12,426571,,49373,,285810,39050,,
1899,2009-12-13,381760,,45262,,271001,37829,,
1900,2009-12-14,387364,,48979,,269269,39820,,
1901,2009-12-15,399158,,52796,,248054,40958,,
1902,2009-12-16,436508,,56297,,279370,43459,,
1903,2009-12-17,441614,,54711,,307743,43146,,
1904,2009-12-18,428472,,52100,,317290,41699,,
1905,2009-12-19,385592,,47342,,322531,39514,,
1906,2009-12-20,380776,,46943,,310687,38674,,
1907,2009-12-21,414316,,52837,,315725,41817,,
1908,2009-12-22,415152,,52544,,305366,41379,,
1909,2009-12-23,414158,,52143,,299291,41614,,
1910,2009-12-24,374658,,46387,,299021,39073,,
1911,2009-12-25,343427,,41356,,270855,35438,,
1912,2009-12-26,355326,,43300,,232146,35517,,
1913,2009-12-27,373625,,44841,,248310,36233,,
1914,2009-12-28,433256,,53551,,283260,40950,,
1915,2009-12-29,433520,,51085,,312279,41494,,
1916,2009-12-30,431411,,51039,,326516,42136,,
1917,2009-12-31,392301,,46124,,293896,38750,,
1918,2010-01-01,392893,,48313,,268738,37287,,
1919,2010-01-02,445214,,52077,,326344,40289,,
1920,2010-01-03,463879,,54609,,358216,41708,,
1921,2010-01-04,490953,,59594,,349106,44372,,
1922,2010-01-05,490655,,60650,,338614,44485,,
1923,2010-01-06,481835,,59811,,329847,44902,,
1924,2010-01-07,478704,,58626,,322323,44314,,
1925,2010-01-08,491789,,59774,,325978,45114,,
1926,2010-01-09,460158,,52923,,333594,41494,,
1927,2010-01-10,453347,,54898,,337185,42126,,
1928,2010-01-11,491525,,59383,,345475,45341,,
1929,2010-01-12,466064,,56956,,321053,45131,,
1930,2010-01-13,464761,,57285,,322597,44453,,
1931,2010-01-14,443720,,54016,,302093,42901,,
1932,2010-01-15,416051,,50035,,278693,41101,,
1933,2010-01-16,381146,,44643,,258889,36597,,
1934,2010-01-17,365470,,44089,,246283,36441,,
1935,2010-01-18,401156,,53186,,250210,39624,,
1936,2010-01-19,407724,,53163,,257851,41261,,
1937,2010-01-20,410570,,54488,,267892,41725,,
1938,2010-01-21,423397,,53243,,288764,41702,,
1939,2010-01-22,404249,,49551,,290202,40229,,
1940,2010-01-23,365530,,43972,,270433,35937,,
1941,2010-01-24,356677,,41904,,254698,35571,,
1942,2010-01-25,390568,,50985,,227450,38988,,
1943,2010-01-26,445509,,56587,,262837,41678,,
1944,2010-01-27,446333,,56107,,282614,42594,,
1945,2010-01-28,434887,,55721,,274783,43083,,
1946,2010-01-29,464957,,59040,,320358,45306,,
1947,2010-01-30,453339,,52673,,358796,42291,,
1948,2010-01-31,431667,,50843,,337784,41063,,
1949,2010-02-01,448070,,55087,,326157,42311,,
1950,2010-02-02,433640,,52240,,320153,41971,,
1951,2010-02-03,423501,,52822,,304355,41587,,
1952,2010-02-04,428330,,53755,,299321,40825,,
1953,2010-02-05,433660,,52534,,309395,40985,,
1954,2010-02-06,406954,,49102,,309381,33846,,
1955,2010-02-07,412137,,50172,,318879,38575,,
1956,2010-02-08,452311,,57848,,330893,42628,,
1957,2010-02-09,450678,,56355,,332794,43021,,
1958,2010-02-10,480286,,56909,,335490,43642,,
1959,2010-02-11,460963,,55669,,313009,43352,,
1960,2010-02-12,449251,,56002,,309604,42539,,
1961,2010-02-13,427062,,49629,,308478,39836,,
1962,2010-02-14,407546,,47955,,299527,39771,,
1963,2010-02-15,453997,,55571,,314000,44080,,
1964,2010-02-16,470448,,56419,,313889,44203,,
1965,2010-02-17,453561,,54946,,318794,43909,,
1966,2010-02-18,442857,,54259,,297953,43168,,
1967,2010-02-19,419365,,52531,,283115,41852,,
1968,2010-02-20,397473,,47199,,268278,38741,,
1969,2010-02-21,366070,,43339,,258615,37128,,
1970,2010-02-22,404170,,50291,,274325,40551,,
1971,2010-02-23,409840,,51643,,269888,41370,,
1972,2010-02-24,423467,,52664,,279635,41344,,
1973,2010-02-25,454893,,55571,,292622,42461,,
1974,2010-02-26,455717,,55274,,308999,43871,,
1975,2010-02-27,412993,,48112,,270934,39255,,
1976,2010-02-28,391937,,45017,,266100,37562,,
1977,2010-03-01,411568,,50724,,267215,41031,,
1978,2010-03-02,430479,,53832,,284162,41331,,
1979,2010-03-03,431264,,52592,,300554,41408,,
1980,2010-03-04,417673,,51434,,277936,41522,,
1981,2010-03-05,416430,,50944,,276220,40892,,
1982,2010-03-06,382164,,45082,,256119,37206,,
1983,2010-03-07,362357,,43074,,248421,35871,,
1984,2010-03-08,375891,,46672,,251326,39157,,
1985,2010-03-09,372656,,46811,,246127,38735,,
1986,2010-03-10,355736,,45007,,231048,37858,,
1987,2010-03-11,356401,,44805,,220594,37496,,
1988,2010-03-12,342567,,43396,,222126,37230,,
1989,2010-03-13,333161,,40449,,211822,35325,,
1990,2010-03-14,322628,,39920,,207294,33045,,
1991,2010-03-15,377795,,48669,,242799,38636,,
1992,2010-03-16,370537,,46033,,242320,38560,,
1993,2010-03-17,359931,,45553,,240627,38093,,
1994,2010-03-18,352418,,45343,,227385,37931,,
1995,2010-03-19,346851,,43417,,223332,37219,,
1996,2010-03-20,318488,,37638,,205105,33837,,
1997,2010-03-21,305984,,37688,,196073,32284,,
1998,2010-03-22,357094,,46914,,212619,36871,,
1999,2010-03-23,381089,,47003,,227171,38006,,
2000,2010-03-24,362072,,45147,,224972,37937,,
2001,2010-03-25,359397,,45533,,217830,37796,,
2002,2010-03-26,374733,,49005,,222802,38534,,
2003,2010-03-27,354093,,42488,,235449,35389,,
2004,2010-03-28,332857,,38678,,227086,33808,,
2005,2010-03-29,362756,,46497,,220658,37342,,
2006,2010-03-30,361578,,46092,,221509,36817,,
2007,2010-03-31,354140,,43831,,216260,37379,,
2008,2010-04-01,336000,,41883,,213312,36781,,
2009,2010-04-02,311995,,37532,,207416,35261,,
2010,2010-04-03,287067,,34647,,195907,34317,,
2011,2010-04-04,277612,,33403,,194284,31226,,
2012,2010-04-05,327842,,42522,,223024,37532,,
2013,2010-04-06,346694,,44622,,250252,39532,,
2014,2010-04-07,344228,,43995,,261831,40541,,
2015,2010-04-08,336666,,42325,,251072,38231,,
2016,2010-04-09,338974,,43262,,208287,36620,,
2017,2010-04-10,317712,,38253,,197517,33416,,
2018,2010-04-11,297772,,35255,,198524,32183,,
2019,2010-04-12,333289,,41932,,211934,36588,,
2020,2010-04-13,335327,,42471,,211655,36497,,
2021,2010-04-14,334580,,42738,,213947,37000,,
2022,2010-04-15,340959,,44002,,219514,36889,,
2023,2010-04-16,329309,,42276,,222567,36495,,
2024,2010-04-17,297780,,35772,,200550,32265,,
2025,2010-04-18,299490,,35660,,194317,32825,,
2026,2010-04-19,332892,,42315,,214005,37209,,
2027,2010-04-20,330345,,42359,,213486,36202,,
2028,2010-04-21,326937,,42568,,212770,36391,,
2029,2010-04-22,331170,,42165,,213928,36577,,
2030,2010-04-23,326116,,41438,,209363,36301,,
2031,2010-04-24,303347,,36589,,194595,32199,,
2032,2010-04-25,292313,,34956,,201522,31717,,
2033,2010-04-26,334461,,42751,,219732,36128,,
2034,2010-04-27,343144,,43420,,209041,35708,,
2035,2010-04-28,350127,,43700,,213187,36955,,
2036,2010-04-29,345921,,43154,,217964,36940,,
2037,2010-04-30,337189,,42732,,222674,37003,,
2038,2010-05-01,310953,,37115,,237112,34925,,
2039,2010-05-02,309072,,36330,,269222,34684,,
2040,2010-05-03,347063,,43452,,276748,39931,,
2041,2010-05-04,344428,,43344,,263081,37732,,
2042,2010-05-05,348504,,44514,,253739,39057,,
2043,2010-05-06,345021,,43392,,269639,38251,,
2044,2010-05-07,343844,,43427,,237454,37416,,
2045,2010-05-08,307916,,36725,,235096,33152,,
2046,2010-05-09,289970,,34944,,191470,31736,,
2047,2010-05-10,338979,,42483,,210112,36223,,
2048,2010-05-11,345710,,44051,,214482,36718,,
2049,2010-05-12,340241,,43929,,232706,37032,,
2050,2010-05-13,350590,,45821,,214717,37078,,
2051,2010-05-14,353757,,45178,,247615,40221,,
2052,2010-05-15,315238,,36775,,245626,34021,,
2053,2010-05-16,297082,,34814,,219610,32365,,
2054,2010-05-17,334022,,42805,,217609,37605,,
2055,2010-05-18,335848,,43380,,214888,36904,,
2056,2010-05-19,332056,,42584,,214234,37579,,
2057,2010-05-20,342025,,43144,,229543,38548,,
